15,2015-2019,2018-19,15CS754,4GM13CS032,20,17,14,18,0,0
15,2015-2019,2018-19,15CS754,4GM14CS004,5,15,17,5,0,39
15,2015-2019,2018-19,15CS754,4GM14CS034,13,14,10,0,0,36
15,2015-2019,2018-19,15CS754,4GM14CS064,13,9,12,12,0,43
15,2015-2019,2018-19,15CS754,4GM15CS001,21,8,21,13,0,33
15,2015-2019,2018-19,15CS754,4GM15CS004,15,5,12,6,0,53
15,2015-2019,2018-19,15CS754,4GM15CS007,15,10,12,8,0,49
15,2015-2019,2018-19,15CS754,4GM15CS008,9,20,21,18,0,62
15,2015-2019,2018-19,15CS754,4GM15CS009,21,18,6,0,0,49
15,2015-2019,2018-19,15CS754,4GM15CS010,16,5,13,12,0,50
15,2015-2019,2018-19,15CS754,4GM15CS011,20,17,17,18,0,62
15,2015-2019,2018-19,15CS754,4GM15CS012,11,17,14,12,0,54
15,2015-2019,2018-19,15CS754,4GM15CS013,16,12,6,0,0,46
15,2015-2019,2018-19,15CS754,4GM15CS014,7,18,18,19,0,44
15,2015-2019,2018-19,15CS754,4GM15CS015,20,3,6,0,0,29
15,2015-2019,2018-19,15CS754,4GM15CS016,16,6,6,30,0,48
15,2015-2019,2018-19,15CS754,4GM15CS017,28,11,11,0,0,53
15,2015-2019,2018-19,15CS754,4GM15CS018,5,7,11,11,0,7
15,2015-2019,2018-19,15CS754,4GM15CS020,11,10,18,10,0,47
15,2015-2019,2018-19,15CS754,4GM15CS021,3,10,11,8,0,6
15,2015-2019,2018-19,15CS754,4GM15CS022,21,4,18,18,0,40
15,2015-2019,2018-19,15CS754,4GM15CS024,10,15,12,0,0,66
15,2015-2019,2018-19,15CS754,4GM15CS025,7,4,12,6,0,6
15,2015-2019,2018-19,15CS754,4GM15CS026,22,9,5,0,0,33
15,2015-2019,2018-19,15CS754,4GM15CS028,16,16,15,11,0,0
15,2015-2019,2018-19,15CS754,4GM15CS029,30,12,11,24,0,52
15,2015-2019,2018-19,15CS754,4GM15CS030,10,6,11,0,0,32
15,2015-2019,2018-19,15CS754,4GM15CS032,14,10,10,0,0,46
15,2015-2019,2018-19,15CS754,4GM15CS033,21,5,17,10,0,35
15,2015-2019,2018-19,15CS754,4GM15CS034,16,8,6,0,0,56
15,2015-2019,2018-19,15CS754,4GM15CS035,14,7,5,14,0,57
15,2015-2019,2018-19,15CS754,4GM15CS036,20,14,11,0,0,59
15,2015-2019,2018-19,15CS754,4GM15CS037,14,11,14,8,0,46
15,2015-2019,2018-19,15CS754,4GM15CS038,26,14,11,24,0,59
15,2015-2019,2018-19,15CS754,4GM15CS039,27,20,6,0,0,38
15,2015-2019,2018-19,15CS754,4GM15CS040,29,22,6,0,0,59
15,2015-2019,2018-19,15CS754,4GM15CS042,11,15,21,24,0,57
15,2015-2019,2018-19,15CS754,4GM15CS043,6,9,12,12,0,44
15,2015-2019,2018-19,15CS754,4GM15CS044,30,22,6,0,0,62
15,2015-2019,2018-19,15CS754,4GM15CS045,23,4,17,9,0,49
15,2015-2019,2018-19,15CS754,4GM15CS047,15,18,24,24,0,ab
15,2015-2019,2018-19,15CS754,4GM15CS048,26,7,6,0,0,55
15,2015-2019,2018-19,15CS754,4GM15CS049,26,20,18,18,0,40
15,2015-2019,2018-19,15CS754,4GM15CS050,12,13,18,6,0,63
15,2015-2019,2018-19,15CS754,4GM15CS051,11,8,0,28,0,57
15,2015-2019,2018-19,15CS754,4GM15CS052,13,14,11,30,0,38
15,2015-2019,2018-19,15CS754,4GM15CS053,7,18,6,0,0,66
15,2015-2019,2018-19,15CS754,4GM15CS054,21,16,15,24,0,53
15,2015-2019,2018-19,15CS754,4GM15CS055,19,11,12,30,0,58
15,2015-2019,2018-19,15CS754,4GM15CS056,14,22,6,0,0,51
15,2015-2019,2018-19,15CS754,4GM15CS057,26,15,14,13,0,32
15,2015-2019,2018-19,15CS754,4GM15CS058,16,9,6,17,0,0
15,2015-2019,2018-19,15CS754,4GM16CS400,8,20,7,0,0,41
15,2015-2019,2018-19,15CS754,4GM16CS401,22,8,18,12,0,30
15,2015-2019,2018-19,15CS754,4GM16CS402,21,17,9,4,0,55
15,2015-2019,2018-19,15CS754,4GM16CS403,24,19,5,0,0,59
15,2015-2019,2018-19,15CS754,4GM16CS404,15,17,13,16,0,39
15,2015-2019,2018-19,15CS754,4GM16CS406,14,15,3,0,0,34
15,2015-2019,2018-19,15CS754,4GM16CS407,11,11,8,9,0,35
15,2015-2019,2018-19,15CS754,4GM16CS408,4,14,13,12,0,0
15,2015-2019,2018-19,15CS754,4GM16CS410,13,17,10,0,0,48
15,2015-2019,2018-19,15CS754,4GM16CS411,18,7,22,12,0,49
